PermitNum,MasterPermitNum,Description,AppliedDate,IssuedDate,CompletedDate,StatusCurrent,OriginalAddress,OriginalCity,OriginalState,OriginalZip,PIN,ProjectName,PermitType,PermitWorkType,EstProjectCost,EstPhotovoltaicCost,EstSolarCost,NewHousingUnits,ExistingHousingUnits,AffordableHousingUnits,RemovedHousingUnits,AddedSqFt,RemodeledSqFt,RemovedResSqFt,RemovedNonResSqFt,RemovedParkingStructureSqFt,RemovedDescription,PhotovoltaicKilowatt,PhotovoltaicElecVehicleOffset,ElecVehicleChargeStation,SolarSystemDescription,ContractorCompanyName,ContractorTrade,ObjectId
BLD-SFD2021-00104,,"Addition to a single family detached dwelling.  Scope includes of  an attached garage 
with 2 bedrooms and a master suite (bath and closet) above garage.
Addition to extend dining room area.  scope includes alteration to existing deck and addition of a covered front porch.",3/10/2021,,,In Review,871 ITHACA DR,BOULDER,CO,80305,1.57708E+11,,Building Permit - Single Family Detached Dwelling,Addition,115615.98,,,,,,,1443,,,,,,,,,,JONATHAN MILLER,Owner/Contractor,344
BLD-SFD2021-00105,,"Single Family Residential Kitchen and Bath Remodel including removal of structural partition walls per engineering to open kitchen to living room. Remodel of main level powder bath and both upper level bathrooms quantity and location of fixtures to remain. Approximately 450 SF of work area. Scope includes MEP, new electrical meter/panel upgrade, 200 Amp service.",3/10/2021,,,Pending at Applicant,945 11TH ST,BOULDER,CO,80302,1.46331E+11,,Building Permit - Single Family Detached Dwelling,Remodel,56000,,,,1,,,,450,,,,,,,,,"ELTON R CONSTRUCTION, LLC",Contractor: General,345
BLD-SFD2021-00106,,"Single family residential kitchen remodel including removal of non-structural partition wall to expand kitchen into mudroom. Replacement of existing windows and exterior doors, including reducing the size of the patio door from a 3-panel to a 2-panel slider. Install new fireplace.",3/10/2021,,,Pending at Applicant,4842 FRANKLIN DR,BOULDER,CO,80301,1.46322E+11,,Building Permit - Single Family Detached Dwelling,Remodel,38000,,,,,,,,300,,,,,,,,,"ELTON R CONSTRUCTION, LLC",Contractor: General,346
BLD-SFD2021-00107,,"Residential addtion in two locations. One addition of 162 Sq. Ft. and the second of 48 Sq.Ft.
with no plumbing alterations or additions.
Exterior Deck at grade of 3?4 Sq. Ft.",3/10/2021,,,Pending at Applicant,1665 ORCHARD AVE,BOULDER,CO,80304,1.46318E+11,,Building Permit - Single Family Detached Dwelling,Addition,34119.06,,,,,,,544,,,,,,,,,,JOHN D PUTNAM INC,Contractor: General,347
ELE2021-00352,BLD-SFD2021-00103,"140 sf kitchen and 1/2 bath remodel, with addition of a window. Includes relocation of electrical and plumbing fixtures, new furnace, new water heater. Associated with ENF2021-00102",3/10/2021,,,Received,4138 AUTUMN CT,BOULDER,CO,80304,1.46317E+11,,Electrical Permit,Electrical Sub-Permit,1500,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,348
ELE2021-00353,BLD-SFD2021-00104,"Addition to a single family detached dwelling.  Scope includes of  an attached garage 
with 2 bedrooms and a master suite (bath and closet) above garage.
Addition to extend dining room area.  scope includes alteration to existing deck and addition of a covered front porch.",3/10/2021,,,Received,871 ITHACA DR,BOULDER,CO,80305,1.57708E+11,,Electrical Permit,Electrical Sub-Permit,5000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,349
ELE2021-00354,BLD-SFD2021-00105,Single Family Residential Kitchen and Bath Remodel including removal of structural partition walls per engineering to open kitchen to living room. Remodel of main level powder bath and both upper level bathrooms quantity and location of fixtures to remain. Approximately 450 SF of work area.,3/10/2021,,,Received,945 11TH ST,BOULDER,CO,80302,1.46331E+11,,Electrical Permit,Electrical Sub-Permit,9200,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,350
BLD-SFD2021-00115,,Basement finish for a single family detached dwelling. scope includes finish of a family/rec room and an office.  Egress windows are existing.,3/16/2021,,,Payment Pending,1449 ZAMIA AVE,BOULDER,CO,80304,1.46307E+11,,Building Permit - Single Family Detached Dwelling,Remodel,50000,,,,,,,,800,,,,,,,,,MILESTONE REMODELING LTD,Contractor: General,351
DEM2021-00010,,"Interior non-structural demolition of 1218 Pearl, associated with BLD-NRE2021-00014 alteration.",3/16/2021,3/17/2021,,Issued,1218 PEARL ST,BOULDER,CO,80302,1.4633E+11,,Demolition Permit,Demolition Permit,0,,,,,,,,,,2473,,Interior Only,,,,,"RUSSCO, INC.",Contractor: Demolition and Moving,352
ELE2021-00376,BLD-SFD2021-00115,Basement finish for a single family detached dwelling. scope includes finish of a family/rec room and an office.  Egress windows are existing.,3/16/2021,,,Received,1449 ZAMIA AVE,BOULDER,CO,80304,1.46307E+11,,Electrical Permit,Electrical Sub-Permit,8000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,353
ELE2021-00377,,5.25kw roof mounted solar,3/16/2021,3/17/2021,,Issued,3035 11TH ST,BOULDER,CO,80304,1.46124E+11,,Electrical Permit,Electrical Permit,15000,15000,,,,,,,,,,,,5.25,,,,PHOTON BROTHERS,Contractor: Electrical,354
ELE2021-00378,,"Replace and upgrade Meter Stack for all units on Building C (Back ""C"" Building as there are apparently multiple ""C"" Buildings.)",3/16/2021,,,Revisions - Resubmit,2800 KALMIA AVE C,BOULDER,CO,80301,1.4632E+11,,Electrical Permit,Electrical Permit,15000,,,,,,,,,,,,,,,,,"B&W ELECTRIC, LLC",Contractor: Electrical,355
ELE2021-00379,,INSTALLATION OF UTILITY INTERACTIVE PHOTOVOLTAIC SOLAR SYSTEM 3.25 kW DC PHOTOVOLTAIC SOLAR ARRAY,3/16/2021,,,Payment Pending,4310 9TH ST,BOULDER,CO,80304,1.46113E+11,,Electrical Permit,Electrical Permit,2932.15,2932.15,,,,,,,,,,,,3.25,,,,"BRS FIELD OPS, LLC",Contractor: Electrical,356
FEN2021-00010,,Request to raise an existing painted CMU wall bordering the East side of property from 6?-0? tall to 8?-6? tall in order to help mitigate the sound from traffic along Broadway St.,3/16/2021,,,Pending at Applicant,3633 BROADWAY,BOULDER,CO,80304,1.46124E+11,,Fence and Wall Permit,Fence and Wall Permit,9300,,,,,,,,,,,,,,,,,"SKYCASTLE CONSTRUCTION, LLC",Contractor: General,357
FIR2021-00093,,Replace existing Silent Knight 5104 dialer with a Fire-Lite MS-5UD-3 fire alarm panel. Install radio. MINTLING VENTURES,3/16/2021,3/16/2021,,Issued,5603 ARAPAHOE AVE,BOULDER,CO,80301,1.46327E+11,,Fire Permit,Fire Permit,2300,,,,,,,,,,,,,,,,,"SAFE SYSTEMS, INC",Contractor: Fire,358
MEC2021-00458,,"Replace 5 RTUs, like for like",3/16/2021,3/17/2021,,Issued,5777 CENTRAL AVE,BOULDER,CO,80301,1.46327E+11,,Mechanical Permit,Mechanical HVAC/Solar,162469,,,,,,,,,,,,,,,,,TIMBERLINE MECHANICAL SYSTEMS,Contractor: General,359
MEC2021-00459,,replace RTUs like for like,3/16/2021,3/17/2021,,Issued,6560 ODELL PL,BOULDER,CO,80301,1.46302E+11,,Mechanical Permit,Mechanical HVAC/Solar,21790,,,,,,,,,,,,,,,,,TIMBERLINE MECHANICAL SYSTEMS,Contractor: General,360
MEC2021-00460,BLD-SFD2021-00115,Basement finish for a single family detached dwelling. scope includes finish of a family/rec room and an office.  Egress windows are existing.,3/16/2021,,,Received,1449 ZAMIA AVE,BOULDER,CO,80304,1.46307E+11,,Mechanical Permit,Mechanical Sub-Permit,1000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,361
MEC2021-00461,,"Install 80,000 BTU 80% furnace
this is a like for like replacement",3/16/2021,,,Payment Pending,2412 MAPLETON AVE,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical HVAC/Solar,2830,,,,,,,,,,,,,,,,,"H & M MECHANICAL, LLC",Contractor: Mechanical,362
MEC2021-00462,,Install 29 Gallon gas 36000 btu water heater,3/16/2021,,,Pending at Applicant,2630 IRIS AVE,BOULDER,CO,80304,1.4632E+11,,Mechanical Permit,Mechanical HVAC/Solar,1754,,,,,,,,,,,,,,,,,COLORADO HEATING COOLING INC dba SQUEAKS SERVICES,Contractor: General,363
MEC2021-00463,,Replace failed water heater,3/16/2021,3/18/2021,,Issued,1348 YELLOW PINE AVE,BOULDER,CO,80304,1.46307E+11,,Mechanical Permit,Mechanical HVAC/Solar,2615,,,,,,,,,,,,,,,,,"PLANET PLUMBING, INC",Contractor: General,364
MEC2021-00464,,Installation of gas line exposed on house and pipe into basement and stub into owners fire place for future gas insert and also stub on back corner of chimney for owner to convert and hookup roll cart grill.,3/16/2021,3/17/2021,,Issued,415 ERIE DR,BOULDER,CO,80303,1.57705E+11,,Mechanical Permit,Mechanical HVAC/Solar,1835,,,,,,,,,,,,,,,,,"The Gas Connection, Inc.",Contractor: Mechanical,365
MEC2021-00465,,Install gas line from meter to fire pit location,3/16/2021,3/17/2021,,Issued,1177 CASCADE AVE,BOULDER,CO,80302,1.46331E+11,,Mechanical Permit,Mechanical HVAC/Solar,1785,,,,,,,,,,,,,,,,,"The Gas Connection, Inc.",Contractor: Mechanical,366
PLB2021-00150,BLD-SFD2021-00115,Basement finish for a single family detached dwelling. scope includes finish of a family/rec room and an office.  Egress windows are existing.,3/16/2021,,,Received,1449 ZAMIA AVE,BOULDER,CO,80304,1.46307E+11,,Plumbing Permit,Plumbing Sub-Permit,1000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,367
RFG2021-00076,,"*Total tear-off & reroof of SFD, 30 squares of dimensional shingles on a pitch represented as 6/12. All roof materials shall be installed per manufacturer?s specs.  Mid-roof inspection required if pitch is less than 4/12. All roof covering materials shall be listed as Class A as tested in accordance with UL Standard 790 or ASTM Standard E 108. At inspection, provide to building inspection staff original wrappers of materials used or applied. Provide additional information -- such as manufacturer's cut sheet for other products used - including, but not limited to, items such as flashing, valley material, sealants, fasteners, ventilation devices or features and roof jacks & penetration boots.",3/16/2021,3/18/2021,,Issued,2171 JONATHAN PL,BOULDER,CO,80304,1.46319E+11,,Roofing Replacement Permit,Roofing Replacement Permit,12000,,,,,,,,,,,,,,,,,SCOTT'S ROOFING,Contractor: Roofing,368
RFG2021-00077,,"*Total tear-off & reroof of SFD, 3 squares of EPDM shingles on a pitch represented as 2/12. All roof materials shall be installed per manufacturer?s specs.  Mid-roof inspection required if pitch is less than 4/12. All roof covering materials shall be listed as Class A as tested in accordance with UL Standard 790 or ASTM Standard E 108. At inspection, provide to building inspection staff original wrappers of materials used or applied. Provide additional information -- such as manufacturer's cut sheet for other products used - including, but not limited to, items such as flashing, valley material, sealants, fasteners, ventilation devices or features and roof jacks & penetration boots.",3/16/2021,3/18/2021,,Issued,875 INCA PKWY,BOULDER,CO,80303,1.46333E+11,,Roofing Replacement Permit,Roofing Replacement Permit,2780,,,,,,,,,,,,,,,,,BOULDER ROOFING LLC,Contractor: General,369
RFG2021-00078,,"*Total tear-off & reroof of SFD, 10 squares of dimensional shingles on a pitch represented as 5/12. All roof materials shall be installed per manufacturer?s specs.  Mid-roof inspection required if pitch is less than 4/12. All roof covering materials shall be listed as Class A as tested in accordance with UL Standard 790 or ASTM Standard E 108. At inspection, provide to building inspection staff original wrappers of materials used or applied. Provide additional information -- such as manufacturer's cut sheet for other products used - including, but not limited to, items such as flashing, valley material, sealants, fasteners, ventilation devices or features and roof jacks & penetration boots.",3/16/2021,,,Payment Pending,2461 10TH ST,BOULDER,CO,80304,1.46125E+11,,Roofing Replacement Permit,Roofing Replacement Permit,1650,,,,,,,,,,,,,,,,,"MORRISON ROOFING AND RESTORATION, LLC",Contractor: General,370
RFG2021-00079,,"*Total tear-off & reroof of SFD, 39 squares of dimensional shingles on a pitch represented as 5/12. All roof materials shall be installed per manufacturer?s specs.  Mid-roof inspection required if pitch is less than 4/12. All roof covering materials shall be listed as Class A as tested in accordance with UL Standard 790 or ASTM Standard E 108. At inspection, provide to building inspection staff original wrappers of materials used or applied. Provide additional information -- such as manufacturer's cut sheet for other products used - including, but not limited to, items such as flashing, valley material, sealants, fasteners, ventilation devices or features and roof jacks & penetration boots.",3/16/2021,,,Payment Pending,425 VALLEY VIEW DR,BOULDER,CO,80304,1.46125E+11,,Roofing Replacement Permit,Roofing Replacement Permit,5850,,,,,,,,,,,,,,,,,"MORRISON ROOFING AND RESTORATION, LLC",Contractor: General,371
ROW2021-00261,,"demo gas service, street cut, potholes. WO#105513145, *restore street promptly*",3/16/2021,3/16/2021,,Issued,805 30TH ST,BOULDER,CO,80303,1.46332E+11,,Right-of-Way Permit,Right-of-Way Permit,900,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,372
ROW2021-00262,,Install 105' of 2'' gas main via bore and 2 services in easement south of pavement. WO#105513597,3/16/2021,3/16/2021,,Issued,1204 UPLAND AVE,BOULDER,CO,80304,1.46318E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,373
ROW2021-00263,,"***Void/Duplicate***replace OH pole, steet occupancy & traffic control, #104404784 Contractor to coordinate with RTD for bus stop impacts 7 days in advance.",3/16/2021,,3/16/2021,Void,315 HARVARD LN,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,374
ROW2021-00264,,replaec OH pole deemed unsafe. Notify residents and keep driveway access open. WO#104471566 ,3/16/2021,3/16/2021,,Issued,2285 BLUEBELL AVE,BOULDER,CO,80302,1.57706E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,375
ROW2021-00265,,"replace OH pole deemed unsafe, WO#104315068",3/16/2021,3/16/2021,,Issued,2102 MARIPOSA AVE,BOULDER,CO,80302,1.57706E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,376
ROW2021-00266,,"Repalce OH pole deemed unsafe, WO#104070426",3/16/2021,3/16/2021,,Issued,2336 9TH ST,BOULDER,CO,80304,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,377
ROW2021-00267,,"INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLEs, job# 105533716",3/16/2021,3/19/2021,,Issued,1745 SUNSET BLVD,BOULDER,CO,80304,1.4633E+11,,Right-of-Way Permit,Right-of-Way Permit,200,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,378
ROW2021-00268,,"Replace OH pole deemed unsafe, crane and road closure WO#104478487 ***Contractor to notify police/fire dispatch, ROWinspectionrequest@bouldercolorado.gov and residents affect 72 hours or More in advance",3/16/2021,3/16/2021,,Issued,350 MARTIN DR,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,379
ROW2021-00269,,"INSTALL NEW OH ELECTRIC SERVICE, job# 105592975",3/16/2021,,,Payment Pending,3101 11TH ST,BOULDER,CO,80304,1.46124E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,380
ROW2021-00270,,"replace OH poles deemed unsafe at 2360 & 3460 Dartmouth, Crane, Road closure requires 72 hours notice to police/fire dispatch, residents affected, no parking signs and ROWinspectionRequest@bouldercolorado.gov.",3/16/2021,3/16/2021,,Issued,2360 DARTMOUTH AVE,BOULDER,CO,80305,1.57705E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,381
ROW2021-00271,,"MH access to pull fiber for centurylink, #N.691233. 9am to 3:30pm only",3/16/2021,3/16/2021,,Issued,4790 BROADWAY,BOULDER,CO,80304,146307L01001,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,"PAULEY CONSTRUCTION, LLC",Contractor: Right-of-Way,382
ROW2021-00272,,"DEMO/INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLES, job# 105596755",3/16/2021,3/19/2021,,Issued,2600 9TH ST,BOULDER,CO,80304,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,200,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,383
ROW2021-00273,,"Accessing MH18161, MH16619, and MH18366 for splicing only, job# N.840202",3/16/2021,,,Payment Pending,1600 COMMERCE ST,BOULDER,CO,80301,1.46328E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,CENTURYLINK - ROW,Contractor: Right-of-Way,384
UTL2021-00269,,Install 105' of 2'' gas main via bore and 2 services in easement south of pavement. WO#105513597,3/16/2021,3/16/2021,,Issued,1204 UPLAND AVE,BOULDER,CO,80304,1.46318E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,385
UTL2021-00270,,"***Void/Duplicate***replace OH pole, steet occupancy & traffic control, #104404784 Contractor to coordinate with RTD for bus stop impacts 7 days in advance.",3/16/2021,,3/16/2021,Void,315 HARVARD LN,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,386
UTL2021-00271,,replaec OH pole deemed unsafe. Notify residents and keep driveway access open. WO#104471566 ,3/16/2021,3/16/2021,,Issued,2285 BLUEBELL AVE,BOULDER,CO,80302,1.57706E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,387
UTL2021-00272,,"replace OH pole deemed unsafe, WO#104315068",3/16/2021,3/16/2021,,Issued,2102 MARIPOSA AVE,BOULDER,CO,80302,1.57706E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,388
UTL2021-00273,,"Repalce OH pole deemed unsafe, WO#104070426",3/16/2021,3/16/2021,,Issued,2336 9TH ST,BOULDER,CO,80304,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,389
UTL2021-00274,,"INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLEs, job# 105533716",3/16/2021,3/19/2021,,Issued,1745 SUNSET BLVD,BOULDER,CO,80304,1.4633E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,390
UTL2021-00275,,"Replace OH pole deemed unsafe, crane and road closure WO#104478487 ***Contractor to notify police/fire dispatch, ROWinspectionrequest@bouldercolorado.gov and residents affect 72 hours or More in advance",3/16/2021,3/16/2021,,Issued,350 MARTIN DR,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,391
UTL2021-00276,,"INSTALL NEW OH ELECTRIC SERVICE, job# 105592975",3/16/2021,,,Approved for Issuance,3101 11TH ST,BOULDER,CO,80304,1.46124E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,392
UTL2021-00277,,"replace OH poles deemed unsafe at 2360 & 3460 Dartmouth, Crane, Road closure requires 72 hours notice to police/fire dispatch, residents affected, no parking signs and ROWinspectionRequest@bouldercolorado.gov.",3/16/2021,3/16/2021,,Issued,2360 DARTMOUTH AVE,BOULDER,CO,80305,1.57705E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,393
UTL2021-00278,,"DEMO/INSTALL GAS SERVICE.  5' X 5' STREET CUT WITH (2) POTHOLES, job# 105596755",3/16/2021,3/19/2021,,Issued,2600 9TH ST,BOULDER,CO,80304,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,394
BLD-NRE2021-00036,,"Unit E: Additional equipment for plant based food research and development in approximately 500 sf. Installation of owner provided make up air unit, hood, oven and dehydrator. Work includes gas piping and minor water piping. Electrical connection of equipment is included in scope. Minor structural steel work for make up air unit included.",3/15/2021,,,Pending at Applicant,6880 WINCHESTER CIR,BOULDER,CO,80301,1.46302E+11,,Building Permit - Non-Residential,Remodel,225000,,,,,,,,500,,,,,,,,,CCM CONSTRUCTION MANAGEMENT INC,Contractor: General,395
ELE2021-00373,BLD-NRE2021-00036,"Unit E: Additional equipment for plant based food research and development in approximately 500 sf. Installation of owner provided make up air unit, hood, oven and dehydrator. Work includes gas piping and minor water piping. Electrical connection of equipment is included in scope. Minor structural steel work for make up air unit included.",3/15/2021,,,Received,6880 WINCHESTER CIR,BOULDER,CO,80301,1.46302E+11,,Electrical Permit,Electrical Sub-Permit,15000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,396
